train_sample_num,rmse,nrmse,r2,nll,time
4,330.4413,0.16928588,-0.1659195559706601,1117.295654296875,4.065288543701172
8,454.78802,0.22291146,-1.208502814523805,1289.149658203125,3.6808016300201416
16,434.9499,0.30009288,-1.0200328754459482,1247.080078125,3.7257745265960693
32,422.07025,0.27534708,-0.9021704320184016,1082.4501953125,4.047260284423828
