2024-03-03 16:17:24,592 - INFO - torch_version:2.1.1+cpu
2024-04-30 11:51:52,639 - DEBUG - Epoch 65 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.4492])), ('gpr_list.0.kernel.length_scale', tensor([1.5600])), ('gpr_list.0.kernel.signal_variance', tensor([0.3965])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,648 - DEBUG - Epoch 66 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.4430])), ('gpr_list.0.kernel.length_scale', tensor([1.5662])), ('gpr_list.0.kernel.signal_variance', tensor([0.3883])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,654 - DEBUG - Epoch 67 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.4368])), ('gpr_list.0.kernel.length_scale', tensor([1.5723])), ('gpr_list.0.kernel.signal_variance', tensor([0.3801])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,662 - DEBUG - Epoch 68 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.4308])), ('gpr_list.0.kernel.length_scale', tensor([1.5783])), ('gpr_list.0.kernel.signal_variance', tensor([0.3720])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,670 - DEBUG - Epoch 69 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.4248])), ('gpr_list.0.kernel.length_scale', tensor([1.5843])), ('gpr_list.0.kernel.signal_variance', tensor([0.3638])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,680 - DEBUG - Epoch 70 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.4189])), ('gpr_list.0.kernel.length_scale', tensor([1.5901])), ('gpr_list.0.kernel.signal_variance', tensor([0.3557])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,687 - DEBUG - Epoch 71 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.4130])), ('gpr_list.0.kernel.length_scale', tensor([1.5959])), ('gpr_list.0.kernel.signal_variance', tensor([0.3477])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,696 - DEBUG - Epoch 72 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.4073])), ('gpr_list.0.kernel.length_scale', tensor([1.6017])), ('gpr_list.0.kernel.signal_variance', tensor([0.3397])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,704 - DEBUG - Epoch 73 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.4015])), ('gpr_list.0.kernel.length_scale', tensor([1.6073])), ('gpr_list.0.kernel.signal_variance', tensor([0.3317])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,711 - DEBUG - Epoch 74 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.3959])), ('gpr_list.0.kernel.length_scale', tensor([1.6129])), ('gpr_list.0.kernel.signal_variance', tensor([0.3237])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,718 - DEBUG - Epoch 75 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.3903])), ('gpr_list.0.kernel.length_scale', tensor([1.6184])), ('gpr_list.0.kernel.signal_variance', tensor([0.3158])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,725 - DEBUG - Epoch 76 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.3848])), ('gpr_list.0.kernel.length_scale', tensor([1.6239])), ('gpr_list.0.kernel.signal_variance', tensor([0.3078])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,733 - DEBUG - Epoch 77 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.3794])), ('gpr_list.0.kernel.length_scale', tensor([1.6292])), ('gpr_list.0.kernel.signal_variance', tensor([0.3000])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,740 - DEBUG - Epoch 78 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.3740])), ('gpr_list.0.kernel.length_scale', tensor([1.6345])), ('gpr_list.0.kernel.signal_variance', tensor([0.2921])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,784 - DEBUG - Epoch 79 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.3687])), ('gpr_list.0.kernel.length_scale', tensor([1.6398])), ('gpr_list.0.kernel.signal_variance', tensor([0.2843])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,799 - DEBUG - Epoch 80 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.3634])), ('gpr_list.0.kernel.length_scale', tensor([1.6449])), ('gpr_list.0.kernel.signal_variance', tensor([0.2765])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,814 - DEBUG - Epoch 81 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.3582])), ('gpr_list.0.kernel.length_scale', tensor([1.6500])), ('gpr_list.0.kernel.signal_variance', tensor([0.2687])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,821 - DEBUG - Epoch 82 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.3531])), ('gpr_list.0.kernel.length_scale', tensor([1.6550])), ('gpr_list.0.kernel.signal_variance', tensor([0.2610])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,830 - DEBUG - Epoch 83 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.3480])), ('gpr_list.0.kernel.length_scale', tensor([1.6600])), ('gpr_list.0.kernel.signal_variance', tensor([0.2533])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,838 - DEBUG - Epoch 84 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.3430])), ('gpr_list.0.kernel.length_scale', tensor([1.6649])), ('gpr_list.0.kernel.signal_variance', tensor([0.2456])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,847 - DEBUG - Epoch 85 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.3381])), ('gpr_list.0.kernel.length_scale', tensor([1.6697])), ('gpr_list.0.kernel.signal_variance', tensor([0.2379])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,855 - DEBUG - Epoch 86 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.3332])), ('gpr_list.0.kernel.length_scale', tensor([1.6745])), ('gpr_list.0.kernel.signal_variance', tensor([0.2303])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,866 - DEBUG - Epoch 87 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.3284])), ('gpr_list.0.kernel.length_scale', tensor([1.6792])), ('gpr_list.0.kernel.signal_variance', tensor([0.2227])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,876 - DEBUG - Epoch 88 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.3236])), ('gpr_list.0.kernel.length_scale', tensor([1.6838])), ('gpr_list.0.kernel.signal_variance', tensor([0.2151])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,885 - DEBUG - Epoch 89 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.3189])), ('gpr_list.0.kernel.length_scale', tensor([1.6883])), ('gpr_list.0.kernel.signal_variance', tensor([0.2075])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,891 - DEBUG - Epoch 90 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.3143])), ('gpr_list.0.kernel.length_scale', tensor([1.6928])), ('gpr_list.0.kernel.signal_variance', tensor([0.2000])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,901 - DEBUG - Epoch 91 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.3097])), ('gpr_list.0.kernel.length_scale', tensor([1.6973])), ('gpr_list.0.kernel.signal_variance', tensor([0.1925])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,907 - DEBUG - Epoch 92 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.3051])), ('gpr_list.0.kernel.length_scale', tensor([1.7016])), ('gpr_list.0.kernel.signal_variance', tensor([0.1850])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,916 - DEBUG - Epoch 93 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.3007])), ('gpr_list.0.kernel.length_scale', tensor([1.7059])), ('gpr_list.0.kernel.signal_variance', tensor([0.1776])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,923 - DEBUG - Epoch 94 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2962])), ('gpr_list.0.kernel.length_scale', tensor([1.7102])), ('gpr_list.0.kernel.signal_variance', tensor([0.1701])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,932 - DEBUG - Epoch 95 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2919])), ('gpr_list.0.kernel.length_scale', tensor([1.7144])), ('gpr_list.0.kernel.signal_variance', tensor([0.1627])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,938 - DEBUG - Epoch 96 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2876])), ('gpr_list.0.kernel.length_scale', tensor([1.7185])), ('gpr_list.0.kernel.signal_variance', tensor([0.1553])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,948 - DEBUG - Epoch 97 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2833])), ('gpr_list.0.kernel.length_scale', tensor([1.7226])), ('gpr_list.0.kernel.signal_variance', tensor([0.1479])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,955 - DEBUG - Epoch 98 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2791])), ('gpr_list.0.kernel.length_scale', tensor([1.7266])), ('gpr_list.0.kernel.signal_variance', tensor([0.1406])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,964 - DEBUG - Epoch 99 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2750])), ('gpr_list.0.kernel.length_scale', tensor([1.7305])), ('gpr_list.0.kernel.signal_variance', tensor([0.1333])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,970 - DEBUG - Epoch 100 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2709])), ('gpr_list.0.kernel.length_scale', tensor([1.7344])), ('gpr_list.0.kernel.signal_variance', tensor([0.1260])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,980 - DEBUG - Epoch 101 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2669])), ('gpr_list.0.kernel.length_scale', tensor([1.7383])), ('gpr_list.0.kernel.signal_variance', tensor([0.1187])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,987 - DEBUG - Epoch 102 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2629])), ('gpr_list.0.kernel.length_scale', tensor([1.7420])), ('gpr_list.0.kernel.signal_variance', tensor([0.1114])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:52,997 - DEBUG - Epoch 103 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2589])), ('gpr_list.0.kernel.length_scale', tensor([1.7458])), ('gpr_list.0.kernel.signal_variance', tensor([0.1042])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,004 - DEBUG - Epoch 104 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2551])), ('gpr_list.0.kernel.length_scale', tensor([1.7494])), ('gpr_list.0.kernel.signal_variance', tensor([0.0969])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,013 - DEBUG - Epoch 105 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2512])), ('gpr_list.0.kernel.length_scale', tensor([1.7531])), ('gpr_list.0.kernel.signal_variance', tensor([0.0897])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,021 - DEBUG - Epoch 106 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2475])), ('gpr_list.0.kernel.length_scale', tensor([1.7566])), ('gpr_list.0.kernel.signal_variance', tensor([0.0826])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,030 - DEBUG - Epoch 107 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2437])), ('gpr_list.0.kernel.length_scale', tensor([1.7601])), ('gpr_list.0.kernel.signal_variance', tensor([0.0754])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,038 - DEBUG - Epoch 108 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2401])), ('gpr_list.0.kernel.length_scale', tensor([1.7636])), ('gpr_list.0.kernel.signal_variance', tensor([0.0682])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,048 - DEBUG - Epoch 109 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2364])), ('gpr_list.0.kernel.length_scale', tensor([1.7670])), ('gpr_list.0.kernel.signal_variance', tensor([0.0611])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,056 - DEBUG - Epoch 110 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2328])), ('gpr_list.0.kernel.length_scale', tensor([1.7703])), ('gpr_list.0.kernel.signal_variance', tensor([0.0540])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,066 - DEBUG - Epoch 111 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2293])), ('gpr_list.0.kernel.length_scale', tensor([1.7736])), ('gpr_list.0.kernel.signal_variance', tensor([0.0469])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,074 - DEBUG - Epoch 112 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2258])), ('gpr_list.0.kernel.length_scale', tensor([1.7769])), ('gpr_list.0.kernel.signal_variance', tensor([0.0398])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,083 - DEBUG - Epoch 113 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2224])), ('gpr_list.0.kernel.length_scale', tensor([1.7801])), ('gpr_list.0.kernel.signal_variance', tensor([0.0328])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,090 - DEBUG - Epoch 114 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2190])), ('gpr_list.0.kernel.length_scale', tensor([1.7833])), ('gpr_list.0.kernel.signal_variance', tensor([0.0257])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,100 - DEBUG - Epoch 115 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2156])), ('gpr_list.0.kernel.length_scale', tensor([1.7864])), ('gpr_list.0.kernel.signal_variance', tensor([0.0187])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,107 - DEBUG - Epoch 116 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2123])), ('gpr_list.0.kernel.length_scale', tensor([1.7894])), ('gpr_list.0.kernel.signal_variance', tensor([0.0117])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,115 - DEBUG - Epoch 117 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2091])), ('gpr_list.0.kernel.length_scale', tensor([1.7925])), ('gpr_list.0.kernel.signal_variance', tensor([0.0047])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,122 - DEBUG - Epoch 118 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2059])), ('gpr_list.0.kernel.length_scale', tensor([1.7954])), ('gpr_list.0.kernel.signal_variance', tensor([-0.0023])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,131 - DEBUG - Epoch 119 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.2027])), ('gpr_list.0.kernel.length_scale', tensor([1.7984])), ('gpr_list.0.kernel.signal_variance', tensor([-0.0092])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,139 - DEBUG - Epoch 120 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.1996])), ('gpr_list.0.kernel.length_scale', tensor([1.8012])), ('gpr_list.0.kernel.signal_variance', tensor([-0.0162])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,147 - DEBUG - Epoch 121 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.1965])), ('gpr_list.0.kernel.length_scale', tensor([1.8041])), ('gpr_list.0.kernel.signal_variance', tensor([-0.0231])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,153 - DEBUG - Epoch 122 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.1935])), ('gpr_list.0.kernel.length_scale', tensor([1.8069])), ('gpr_list.0.kernel.signal_variance', tensor([-0.0300])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,162 - DEBUG - Epoch 123 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.1905])), ('gpr_list.0.kernel.length_scale', tensor([1.8096])), ('gpr_list.0.kernel.signal_variance', tensor([-0.0369])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,170 - DEBUG - Epoch 124 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.1875])), ('gpr_list.0.kernel.length_scale', tensor([1.8124])), ('gpr_list.0.kernel.signal_variance', tensor([-0.0438])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,179 - DEBUG - Epoch 125 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.1846])), ('gpr_list.0.kernel.length_scale', tensor([1.8150])), ('gpr_list.0.kernel.signal_variance', tensor([-0.0507])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
2024-04-30 11:51:53,187 - DEBUG - Epoch 126 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.1817])), ('gpr_list.0.kernel.length_scale', tensor([1.8177])), ('gpr_list.0.kernel.signal_variance', tensor([-0.0576])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.))])
