2024-03-03 16:17:24,592 - INFO - torch_version:2.1.1+cpu
2024-03-05 11:30:23,698 - INFO - training finished,start predicting
2024-03-05 11:30:23,710 - INFO - prepare to plot
2024-03-05 11:34:50,526 - INFO - torch_version:2.1.1+cpu
2024-03-05 11:34:51,592 - DEBUG - Epoch 0 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([1.])), ('gpr_list.0.kernel.length_scale', tensor([1.])), ('gpr_list.0.kernel.signal_variance', tensor([1.])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,603 - DEBUG - Epoch 1 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9900])), ('gpr_list.0.kernel.length_scale', tensor([0.9900])), ('gpr_list.0.kernel.signal_variance', tensor([0.9900])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,614 - DEBUG - Epoch 2 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9800])), ('gpr_list.0.kernel.length_scale', tensor([0.9800])), ('gpr_list.0.kernel.signal_variance', tensor([0.9801])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,626 - DEBUG - Epoch 3 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9700])), ('gpr_list.0.kernel.length_scale', tensor([0.9700])), ('gpr_list.0.kernel.signal_variance', tensor([0.9702])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,637 - DEBUG - Epoch 4 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9600])), ('gpr_list.0.kernel.length_scale', tensor([0.9600])), ('gpr_list.0.kernel.signal_variance', tensor([0.9607])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,645 - DEBUG - Epoch 5 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9501])), ('gpr_list.0.kernel.length_scale', tensor([0.9499])), ('gpr_list.0.kernel.signal_variance', tensor([0.9515])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,655 - DEBUG - Epoch 6 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9401])), ('gpr_list.0.kernel.length_scale', tensor([0.9399])), ('gpr_list.0.kernel.signal_variance', tensor([0.9427])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,665 - DEBUG - Epoch 7 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9302])), ('gpr_list.0.kernel.length_scale', tensor([0.9298])), ('gpr_list.0.kernel.signal_variance', tensor([0.9346])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,677 - DEBUG - Epoch 8 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9203])), ('gpr_list.0.kernel.length_scale', tensor([0.9197])), ('gpr_list.0.kernel.signal_variance', tensor([0.9277])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,687 - DEBUG - Epoch 9 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9104])), ('gpr_list.0.kernel.length_scale', tensor([0.9096])), ('gpr_list.0.kernel.signal_variance', tensor([0.9223])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,696 - DEBUG - Epoch 10 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.9006])), ('gpr_list.0.kernel.length_scale', tensor([0.8994])), ('gpr_list.0.kernel.signal_variance', tensor([0.9188])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,706 - DEBUG - Epoch 11 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.8908])), ('gpr_list.0.kernel.length_scale', tensor([0.8892])), ('gpr_list.0.kernel.signal_variance', tensor([0.9176])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,715 - DEBUG - Epoch 12 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.8810])), ('gpr_list.0.kernel.length_scale', tensor([0.8790])), ('gpr_list.0.kernel.signal_variance', tensor([0.9189])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,725 - DEBUG - Epoch 13 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.8712])), ('gpr_list.0.kernel.length_scale', tensor([0.8687])), ('gpr_list.0.kernel.signal_variance', tensor([0.9225])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,736 - DEBUG - Epoch 14 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.8615])), ('gpr_list.0.kernel.length_scale', tensor([0.8583])), ('gpr_list.0.kernel.signal_variance', tensor([0.9279])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,744 - DEBUG - Epoch 15 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.8519])), ('gpr_list.0.kernel.length_scale', tensor([0.8479])), ('gpr_list.0.kernel.signal_variance', tensor([0.9347])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,756 - DEBUG - Epoch 16 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.8423])), ('gpr_list.0.kernel.length_scale', tensor([0.8374])), ('gpr_list.0.kernel.signal_variance', tensor([0.9426])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,767 - DEBUG - Epoch 17 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.8327])), ('gpr_list.0.kernel.length_scale', tensor([0.8268])), ('gpr_list.0.kernel.signal_variance', tensor([0.9513])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,777 - DEBUG - Epoch 18 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.8232])), ('gpr_list.0.kernel.length_scale', tensor([0.8161])), ('gpr_list.0.kernel.signal_variance', tensor([0.9606])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,787 - DEBUG - Epoch 19 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.8138])), ('gpr_list.0.kernel.length_scale', tensor([0.8053])), ('gpr_list.0.kernel.signal_variance', tensor([0.9704])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,796 - DEBUG - Epoch 20 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.8044])), ('gpr_list.0.kernel.length_scale', tensor([0.7944])), ('gpr_list.0.kernel.signal_variance', tensor([0.9806])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,805 - DEBUG - Epoch 21 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.7950])), ('gpr_list.0.kernel.length_scale', tensor([0.7834])), ('gpr_list.0.kernel.signal_variance', tensor([0.9912])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,816 - DEBUG - Epoch 22 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.7858])), ('gpr_list.0.kernel.length_scale', tensor([0.7723])), ('gpr_list.0.kernel.signal_variance', tensor([1.0022])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,826 - DEBUG - Epoch 23 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.7766])), ('gpr_list.0.kernel.length_scale', tensor([0.7610])), ('gpr_list.0.kernel.signal_variance', tensor([1.0134])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,837 - DEBUG - Epoch 24 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.7674])), ('gpr_list.0.kernel.length_scale', tensor([0.7496])), ('gpr_list.0.kernel.signal_variance', tensor([1.0250])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,848 - DEBUG - Epoch 25 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.7584])), ('gpr_list.0.kernel.length_scale', tensor([0.7380])), ('gpr_list.0.kernel.signal_variance', tensor([1.0367])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,860 - DEBUG - Epoch 26 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.7494])), ('gpr_list.0.kernel.length_scale', tensor([0.7263])), ('gpr_list.0.kernel.signal_variance', tensor([1.0487])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,870 - DEBUG - Epoch 27 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.7404])), ('gpr_list.0.kernel.length_scale', tensor([0.7145])), ('gpr_list.0.kernel.signal_variance', tensor([1.0609])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,881 - DEBUG - Epoch 28 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.7316])), ('gpr_list.0.kernel.length_scale', tensor([0.7025])), ('gpr_list.0.kernel.signal_variance', tensor([1.0734])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,891 - DEBUG - Epoch 29 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.7228])), ('gpr_list.0.kernel.length_scale', tensor([0.6903])), ('gpr_list.0.kernel.signal_variance', tensor([1.0860])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,901 - DEBUG - Epoch 30 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.7141])), ('gpr_list.0.kernel.length_scale', tensor([0.6780])), ('gpr_list.0.kernel.signal_variance', tensor([1.0989])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,910 - DEBUG - Epoch 31 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.7055])), ('gpr_list.0.kernel.length_scale', tensor([0.6655])), ('gpr_list.0.kernel.signal_variance', tensor([1.1119])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,920 - DEBUG - Epoch 32 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.6970])), ('gpr_list.0.kernel.length_scale', tensor([0.6529])), ('gpr_list.0.kernel.signal_variance', tensor([1.1251])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,930 - DEBUG - Epoch 33 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.6886])), ('gpr_list.0.kernel.length_scale', tensor([0.6402])), ('gpr_list.0.kernel.signal_variance', tensor([1.1385])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,943 - DEBUG - Epoch 34 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.6802])), ('gpr_list.0.kernel.length_scale', tensor([0.6273])), ('gpr_list.0.kernel.signal_variance', tensor([1.1521])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,952 - DEBUG - Epoch 35 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.6720])), ('gpr_list.0.kernel.length_scale', tensor([0.6142])), ('gpr_list.0.kernel.signal_variance', tensor([1.1659])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,963 - DEBUG - Epoch 36 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.6638])), ('gpr_list.0.kernel.length_scale', tensor([0.6011])), ('gpr_list.0.kernel.signal_variance', tensor([1.1797])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,973 - DEBUG - Epoch 37 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.6558])), ('gpr_list.0.kernel.length_scale', tensor([0.5878])), ('gpr_list.0.kernel.signal_variance', tensor([1.1938])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,983 - DEBUG - Epoch 38 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.6478])), ('gpr_list.0.kernel.length_scale', tensor([0.5744])), ('gpr_list.0.kernel.signal_variance', tensor([1.2080])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:51,994 - DEBUG - Epoch 39 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.6399])), ('gpr_list.0.kernel.length_scale', tensor([0.5609])), ('gpr_list.0.kernel.signal_variance', tensor([1.2222])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:52,003 - DEBUG - Epoch 40 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.6321])), ('gpr_list.0.kernel.length_scale', tensor([0.5474])), ('gpr_list.0.kernel.signal_variance', tensor([1.2366])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:52,013 - DEBUG - Epoch 41 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.6244])), ('gpr_list.0.kernel.length_scale', tensor([0.5338])), ('gpr_list.0.kernel.signal_variance', tensor([1.2511])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
2024-03-05 11:34:52,023 - DEBUG - Epoch 42 - Model Parameters: OrderedDict([('gpr_list.0.log_beta', tensor([0.6168])), ('gpr_list.0.kernel.length_scale', tensor([0.5201])), ('gpr_list.0.kernel.signal_variance', tensor([1.2656])), ('gpr_list.1.log_beta', tensor([1.])), ('gpr_list.1.kernel.length_scale', tensor([1.])), ('gpr_list.1.kernel.signal_variance', tensor([1.])), ('gpr_list.2.log_beta', tensor([1.])), ('gpr_list.2.kernel.length_scale', tensor([1.])), ('gpr_list.2.kernel.signal_variance', tensor([1.])), ('rho_list.0', tensor(1.)), ('rho_list.1', tensor(1.))])
