cost,incumbents,operation_time
426.022303152764,-0.6919840572275611,23.772792100906372
436.1775998381607,-0.6919840572275611,0.13588309288024902
446.46293247034504,-0.6919840572275611,0.11248302459716797
457.8396028618404,-0.6919840572275611,0.12012887001037598
541.2261254461715,-0.6919840572275611,0.10191893577575684
552.0348868947899,-0.6919840572275611,0.10135483741760254
564.6546549275535,-0.6919840572275611,0.10405611991882324
576.7392440738469,-0.6919840572275611,0.10228109359741211
588.3949673227509,-0.6919840572275611,0.10480904579162598
599.5049029090708,-0.6919840572275611,0.11537790298461914
