train_sample_num,rmse,nrmse,r2,time
8,2.2953403,0.18119682,0.6417652235532997,1.1920814514160156
16,2.295962,0.19874549,0.6415710693295065,1.16359543800354
32,2.328261,0.16160953,0.6314156267836702,1.117419958114624
64,2.100113,0.18975689,0.7001121939706795,1.722726583480835
