cost,incumbents,operation_time
671.6386556554276,1.5260889677661327,0.14757990837097168
686.5633842905725,1.5260889677661327,0.0058019161224365234
709.690263326064,1.5260889677661327,0.005434274673461914
724.1487753675483,1.5260889677661327,0.006104230880737305
735.756368043963,1.5260889677661327,0.005947113037109375
745.8185132724087,1.5260889677661327,0.006181955337524414
757.9594158846315,1.5260889677661327,0.006088972091674805
768.0059645399177,1.5260889677661327,0.0067708492279052734
778.0308028202762,1.5260889677661327,0.0064830780029296875
788.3612944905774,1.5260889677661327,0.005726814270019531
