train_sample_num,rmse,nrmse,r2,time
8,2.3539314,0.052786212,0.8399360920987096,1.5952503681182861
16,2.2594464,0.07627459,0.8525279318942919,1.547271966934204
32,1.5514972,0.056398507,0.930464319694615,1.5930805206298828
64,1.1345121,0.06749717,0.9628187517391231,1.7616214752197266
