train_sample_num,rmse,nrmse,r2,nll,time
4,0.36124614,0.054095585,0.8370033534621621,3.8463916778564453,1.7202699184417725
8,0.3640373,0.056479678,0.8344748723404597,3.848438024520874,1.7878046035766602
16,0.35533357,0.054297365,0.8422952891439072,3.8559868335723877,1.7432668209075928
32,0.31271783,0.060451683,0.8778545129361078,3.9130263328552246,1.8347747325897217
