train_sample_num,rmse,nrmse,r2,time
8,0.3347863,0.23769714,0.35664326027338233,0.9358899593353271
16,0.27746722,0.30882585,0.5580838812087953,0.9726052284240723
32,0.2285237,0.21716537,0.7002363627347903,0.9413049221038818
64,0.23374255,0.30419105,0.6863884880295565,1.1078269481658936
