train_sample_num,rmse,nrmse,r2,nll,time
4,136148.47,0.13696943,-7.560807159868164,12.5652437210083,2.3564271926879883
8,50860.598,0.14152613,-0.19468134493720823,11.414830207824707,2.6455724239349365
16,49163.227,0.0698797,-0.11627162917922296,12.212018013000488,2.4756991863250732
32,32175.209,0.06812842,0.5218855426314638,12.679312705993652,2.6762843132019043
