cost,incumbents,operation_time
610,-0.7718354846201223,3.218650817871094e-05
710,-0.4461752719585041,3.814697265625e-05
810,-0.4461752719585041,2.5987625122070312e-05
910,-0.2822554008799583,2.288818359375e-05
920,-0.2822554008799583,2.193450927734375e-05
1020,-0.2822554008799583,2.384185791015625e-05
1120,-0.1360486141085876,2.9087066650390625e-05
1130,-0.1360486141085876,2.09808349609375e-05
1230,-0.1360486141085876,2.3126602172851562e-05
