cost,incumbents,operation_time
500,-0.7669798434723295,0.0
600,-0.39037994915476576,0.21460413932800293
700,-0.34833015265830164,0.06265497207641602
800,-0.34833015265830164,0.06148099899291992
900,-0.260183153678929,0.06232881546020508
1000,-0.260183153678929,0.0695960521697998
1100,-0.260183153678929,0.06971001625061035
1200,-0.0,0.0641779899597168
1300,-0.0,0.0667729377746582
1400,-0.0,0.06560206413269043
1500,-0.0,0.059706926345825195
