cost,incumbents,operation_time
500,-0.7669798434723295,0.0
510,-0.39037994915476576,0.513293981552124
520,-0.39037994915476576,0.4104161262512207
620,-0.39037994915476576,0.39969611167907715
720,0.0,0.40322303771972656
820,0.0,0.41948413848876953
920,0.0,0.4261770248413086
1020,0.0,0.4180300235748291
1120,0.0,0.4586920738220215
1220,0.0,0.4333479404449463
1320,0.0,0.44085192680358887
