cost,rmse,r2,nll,nrmse,time
18,0.10397402,0.9778893741191033,-0.03706008568406105,0.31055593,1.9595398902893066
47,0.118986666,0.9710433809540824,1.6844673156738281,0.3678411,0.9752662181854248
