train_sample_num,rmse,nrmse,r2,nll,time
8,4.6189623,0.101998985,-1.1818923397384316,39.507530212402344,2.5274505615234375
16,4.2231064,0.07574115,-0.8239318109003892,12.986907958984375,2.582411289215088
32,3.6571066,0.06942409,-0.3677909589986941,14.267985343933105,2.4520058631896973
64,1.5116651,0.065284945,0.7663016695447383,2.580073356628418,2.632333993911743
