train_sample_num,rmse,nrmse,r2,time
8,3.6669095,0.17603347,0.26610909637027313,0.7069005966186523
16,2.8824134,0.22118638,0.5465351254916297,0.7821683883666992
32,2.7442365,0.19340004,0.5889694099777181,0.717825174331665
64,2.647989,0.17904611,0.6172955444800938,0.7341325283050537
