train_sample_num,rmse,nrmse,r2,time
8,0.22456625,0.3909368,0.20340764153395252,2.097100257873535
16,0.2322143,0.18412204,0.1482246023531023,1.995969533920288
32,0.6015823,0.22290465,-4.716592268757837,2.19502854347229
64,0.5233145,0.21749893,-3.3258626995466125,2.130967617034912
