cost,incumbents,operation_time
290,0.0845450209562261,5.1021575927734375e-05
390,0.0845450209562261,0.00013375282287597656
490,0.16797551706480685,9.489059448242188e-05
590,0.16797551706480685,5.1975250244140625e-05
690,1.0352541504680526,5.698204040527344e-05
790,1.0352541504680526,5.1021575927734375e-05
890,1.0352541504680526,4.7206878662109375e-05
990,1.0352541504680526,5.888938903808594e-05
1090,1.0352541504680526,5.1021575927734375e-05
