cost,incumbents,operation_time
351.7137367866762,1.2459909091364096,0.9949100017547607
411.8341592187567,1.2459909091364096,0.8501927852630615
423.03605378804144,1.2459909091364096,0.7667078971862793
435.4972152800277,1.2459909091364096,0.816072940826416
466.02457977400024,1.2459909091364096,0.7728869915008545
476.5821785974672,1.2459909091364096,0.834867000579834
513.9727793837872,1.2459909091364096,0.7343497276306152
527.0306502834205,1.2459909091364096,0.727410078048706
540.544213547526,1.2459909091364096,0.8636112213134766
557.5911023450948,1.2459909091364096,0.7970409393310547
