train_sample_num,rmse,r2,time
4,11.224231,0.9968475535678936,1.3780992031097412
8,10.677183,0.997627823160498,1.8684701919555664
16,9.870082,0.9980954038385591,3.437204122543335
32,8.641788,0.9982864313367087,5.099807024002075
