train_sample_num,rmse,nrmse,r2,nll,time
4,0.111416094,0.24446368,0.15710198697652944,6.189063549041748,4.215728759765625
8,0.121697,0.25270993,-0.005631384908248771,6.161489486694336,4.660007476806641
16,0.12878478,0.25869593,-0.12618085708424465,6.202602386474609,3.9691195487976074
32,0.13218832,0.26501524,-0.18649309431436012,6.454777717590332,4.3423357009887695
