train_sample_num,rmse,nrmse,r2,nll,time
4,36.737545,0.08899717,0.8909348241650811,5217.7392578125,2.522909164428711
8,31.274317,0.07112132,0.9209609896074824,4005.835693359375,2.5121829509735107
16,22.877295,0.15428059,0.9577063551953878,2127.4365234375,2.4980952739715576
32,34.872345,0.07595651,0.9017283821617368,3735.18896484375,2.688819408416748
