train_sample_num,rmse,nrmse,r2,time
8,956.14294,0.024724433,0.7537667000475045,1.6029832363128662
16,959.06476,0.030669212,0.7522595178487701,1.3131213188171387
32,449.5718,0.042679787,0.9455623698197216,1.2916929721832275
64,385.5704,0.06881864,0.9599586733765451,1.3021409511566162
