cost,rmse,r2,nll,nrmse,time
40,0.107192375,0.9764993873383534,-1.6678805351257324,0.31648675,1.1691441535949707
25,0.108768076,0.975803405790672,-1.6600865125656128,0.2807193,0.19125127792358398
73,0.1169676,0.9720177555399412,-1.6133633852005005,0.19710603,0.25714111328125
18,0.11050423,0.975024788993476,-1.7030017375946045,0.2291802,0.2183091640472412
35,0.106240705,0.9769148225363256,-1.6518763303756714,0.47393343,0.22676801681518555
