train_sample_num,rmse,nrmse,r2,time
8,0.24413149,0.12182672,0.8392529677837339,1.4334790706634521
16,0.09014102,0.07536151,0.9780850574887131,1.604327917098999
32,0.08242423,0.1750565,0.9816766366453922,1.4530656337738037
64,0.09114571,0.29869342,0.9775938178957109,1.5357935428619385
