cost,incumbents,operation_time
290,-inf,0.0
390,-inf,0.0
490,-inf,0.0
590,-inf,0.0
690,-inf,0.0
790,-inf,0.0
890,-inf,0.0
900,-inf,0.0
910,-inf,0.0
