train_sample_num,rmse,nrmse,r2,time
8,0.18850172,0.03899916,0.8266340859280832,1.9758141040802002
16,0.10105413,0.04813247,0.9501756976816754,1.8938069343566895
32,0.06941111,0.0347537,0.9764933392406142,2.093751907348633
64,0.04307643,0.01928131,0.9909465852181638,2.0565991401672363
