train_sample_num,rmse,nrmse,r2,time
8,1.084872,0.08783773,-1.2522515038367286,3.1520493030548096
16,0.8409461,0.11739569,-0.3533066641162168,3.118084669113159
32,0.8867087,0.08612658,-0.5046027396951567,3.0948281288146973
64,0.86694944,0.11009735,-0.43829314912855777,3.1974687576293945
