train_sample_num,rmse,nrmse,r2,time
8,0.2392065,0.07593614,0.6833029869479703,2.460922956466675
16,0.11649231,0.053600695,0.9248908992851206,2.108569860458374
32,0.09191754,0.15683381,0.9532378168875751,1.8309874534606934
64,0.03541478,0.036022622,0.9930582787556456,1.9658629894256592
