cost,incumbents,operation_time
610,-0.5171132143066279,4.100799560546875e-05
710,-0.40600492632764623,4.601478576660156e-05
810,0.05113477776863832,5.078315734863281e-05
910,0.9827034290608916,4.220008850097656e-05
1010,0.9827034290608916,3.600120544433594e-05
1110,0.9827034290608916,3.1948089599609375e-05
1210,0.9827034290608916,4.410743713378906e-05
1310,0.9827034290608916,3.1948089599609375e-05
1410,0.9827034290608916,3.1948089599609375e-05
