cost,incumbents,operation_time
500,0.8819872025831224,0.0
600,0.9827034290608916,0.7868971824645996
700,0.9827034290608916,0.5948190689086914
800,0.9827034290608916,0.6011731624603271
900,9.373267785570409,0.6107089519500732
1000,9.373267785570409,0.610435962677002
1100,9.373267785570409,0.6352560520172119
1200,9.373267785570409,0.6773817539215088
1300,9.373267785570409,0.6686158180236816
1400,9.373267785570409,0.6162171363830566
1500,9.373267785570409,0.6115009784698486
