train_sample_num,rmse,nrmse,r2,nll,time
4,17.276468,0.09440133,-1.8075499487670736,61.98680114746094,2.563211679458618
8,14.420279,0.07883067,-0.9559819310344595,51.779911041259766,2.4749984741210938
16,8.484857,0.040011156,0.32281614878171694,30.160411834716797,2.7520194053649902
32,6.206419,0.027452758,0.6376738168400515,27.801755905151367,2.5811705589294434
