train_sample_num,rmse,nrmse,r2,time
8,1995.4525,0.03130795,-0.037748412031888945,2.6210527420043945
16,2268.071,0.06382137,-0.3406722184823521,2.566263437271118
32,1683.8976,0.11915784,0.26100644265088724,2.5894339084625244
64,603.39233,0.057284456,0.9051125394726796,3.110783815383911
