train_sample_num,rmse,nrmse,r2,nll,time
4,47107.305,0.13091305,-0.6922190636707859,11.295112609863281,1.0817134380340576
8,17210.88,0.09838906,0.7741156022592375,10.756560325622559,1.3671674728393555
16,40868.375,0.09871179,-0.2736637232498971,11.085139274597168,1.3267178535461426
32,8890.3955,0.08104315,0.9397270763495493,10.400578498840332,1.3633196353912354
