train_sample_num,rmse,nrmse,r2,time
8,0.22616762,0.14583834,0.7768827209119862,1.238640308380127
16,0.17863421,0.12315794,0.8608120534025543,1.4974415302276611
32,0.18027687,0.17292123,0.858240436881254,1.3323330879211426
64,0.1659104,0.16190307,0.8799341496675753,1.5202934741973877
