train_sample_num,rmse,nrmse,r2,time
8,0.27076972,0.07712767,0.932431029126346,2.1060068607330322
16,0.11482942,0.18017633,0.9878478384606224,2.1561038494110107
32,0.13152997,0.26710448,0.984056025611391,2.109754800796509
64,0.11955863,0.23334531,0.986826260236772,2.180109977722168
