train_sample_num,rmse,nrmse,r2,time
8,0.7461776,0.18360381,0.4868650455844201,1.1959385871887207
16,0.18569873,0.15193272,0.968219180988783,1.3205389976501465
32,0.11690679,0.14995234,0.9874041724444238,1.4233644008636475
64,0.11155341,0.10933872,0.9885313329199884,1.2585253715515137
