train_sample_num,rmse,nrmse,r2,nll,time
4,0.7365591,0.19744281,0.3909146089391693,0.8377514481544495,2.351073741912842
8,0.8710606,0.21265891,0.1481565838599096,3.7317159175872803,2.8935439586639404
16,0.7711917,0.20339733,0.33229033834782395,3.990821599960327,2.2305538654327393
32,0.62545323,0.22155654,0.5608097347860516,2.8155298233032227,2.2639894485473633
